actual_price,predicted_price,residual,absolute_error,percentage_error,signed_percentage_error,price_band
66868.0,75812.49,-8944.4921875,8944.4921875,13.37634172922773,-13.37634172922773,High
56980.0,55616.508,1363.4921875,1363.4921875,2.3929311819936823,2.3929311819936823,High
32995.0,31312.504,1682.49609375,1682.49609375,5.09924562433702,5.09924562433702,Mid
33490.0,44980.062,-11490.0625,11490.0625,34.30893550313526,-34.30893550313526,Mid
28990.0,26838.09,2151.91015625,2151.91015625,7.4229394834425655,7.4229394834425655,Mid
13990.0,16217.39,-2227.3896484375,2227.3896484375,15.921298416279486,-15.921298416279486,Low
34990.0,28875.39,6114.609375,6114.609375,17.47530544441269,17.47530544441269,Mid
36988.0,37908.08,-920.078125,920.078125,2.4875043933167515,-2.4875043933167515,Mid
31990.0,31614.793,375.20703125,375.20703125,1.1728885003125977,1.1728885003125977,Mid
35970.0,38106.098,-2136.09765625,2136.09765625,5.938553395190437,-5.938553395190437,Mid
29999.0,27961.133,2037.8671875,2037.8671875,6.7931170622354085,6.7931170622354085,Mid
23888.0,23259.77,628.23046875,628.23046875,2.6298998189467513,2.6298998189467513,Mid
47705.0,38633.062,9071.9375,9071.9375,19.016743527932082,19.016743527932082,High
21995.0,22183.025,-188.025390625,188.025390625,0.8548551517390316,-0.8548551517390316,Low
41888.0,54481.348,-12593.34765625,12593.34765625,30.064332640016232,-30.064332640016232,High
17400.0,19690.406,-2290.40625,2290.40625,13.163254310344827,-13.163254310344827,Low
28995.0,27685.459,1309.541015625,1309.541015625,4.516437370667357,4.516437370667357,Mid
8450.0,11248.696,-2798.6962890625,2798.6962890625,33.12066614275148,-33.12066614275148,Low
24888.0,21433.445,3454.5546875,3454.5546875,13.880402955239473,13.880402955239473,Mid
27888.0,27642.824,245.17578125,245.17578125,0.8791443676491681,0.8791443676491681,Mid
32490.0,46454.19,-13964.19140625,13964.19140625,42.97996739381348,-42.97996739381348,Mid
69800.0,61325.06,8474.94140625,8474.94140625,12.141749865687679,12.141749865687679,High
34990.0,39587.887,-4597.88671875,4597.88671875,13.140573646041725,-13.140573646041725,Mid
9950.0,11388.731,-1438.7314453125,1438.7314453125,14.459612515703519,-14.459612515703519,Low
37990.0,30633.107,7356.892578125,7356.892578125,19.36533976868913,19.36533976868913,High
3990.0,7250.729,-3260.72900390625,3260.72900390625,81.7225314262218,-81.7225314262218,Low
34990.0,31492.945,3497.0546875,3497.0546875,9.994440375821663,9.994440375821663,Mid
43660.0,42914.336,745.6640625,745.6640625,1.7078883703618875,1.7078883703618875,High
29777.0,30723.28,-946.279296875,946.279296875,3.1778866134096786,-3.1778866134096786,Mid
69900.0,35048.0,34852.0,34852.0,49.85979971387697,49.85979971387697,High
31999.0,35603.64,-3604.640625,3604.640625,11.26485397981187,-11.26485397981187,Mid
79000.0,89208.32,-10208.3203125,10208.3203125,12.921924446202532,-12.921924446202532,High
22990.0,24301.797,-1311.796875,1311.796875,5.7059455197912134,-5.7059455197912134,Mid
