model,mean_fit_time_sec,mean_score_time_sec,total_cv_runtime_sec
DummyRegressor,1.6137735366821289,0.08667054176330566,8.512159824371338
Ridge,1.7339816570281983,0.09199466705322265,9.140251159667969
XGBoost,2.432729196548462,0.11797308921813965,12.774564266204834
Lasso,4.301194143295288,0.09469757080078126,21.990463256835938
RandomForest,8.636192989349365,0.13833351135253907,43.92029643058777
ElasticNet,11.600441503524781,0.08625144958496093,58.443106174468994
